TIMESTAMP,MIGUILLA,ANGOSTURA,CHOQUETANGA,CARABUCO,CORANI,SANTA ISABEL,SAN JOSE 1,SAN JOSE 2,MISICUNI,KANATA
1989-07-28 00:00:00+00:00,0.080,0.217,0.326,0.483,2.850,3.188,4.711,4.711,1.079,0.199
1989-07-29 00:00:00+00:00,0.081,0.217,0.325,0.480,2.823,3.156,4.662,4.662,1.063,0.199
1989-07-30 00:00:00+00:00,0.082,0.219,0.326,0.479,2.795,3.125,4.613,4.613,1.048,0.199
1989-07-31 00:00:00+00:00,0.082,0.219,0.324,0.475,2.767,3.093,4.563,4.563,1.033,0.199
1989-08-01 00:00:00+00:00,0.082,0.218,0.322,0.471,2.760,3.082,4.533,4.533,1.018,0.218
1989-08-02 00:00:00+00:00,0.082,0.215,0.318,0.465,2.731,3.049,4.482,4.482,1.004,0.231
1989-08-03 00:00:00+00:00,0.086,0.232,0.337,0.487,2.702,3.016,4.431,4.431,0.994,0.199
1989-08-04 00:00:00+00:00,0.090,0.250,0.356,0.509,2.675,2.985,4.382,4.382,0.992,0.199
1989-08-05 00:00:00+00:00,0.088,0.242,0.347,0.497,2.670,2.976,4.356,4.356,0.987,0.199
1989-08-06 00:00:00+00:00,0.086,0.234,0.337,0.486,2.642,2.944,4.307,4.307,0.973,0.199
1989-08-07 00:00:00+00:00,0.084,0.228,0.330,0.477,2.629,2.927,4.277,4.277,0.960,0.349
1989-08-08 00:00:00+00:00,0.082,0.222,0.323,0.468,2.617,2.912,4.249,4.249,0.947,0.305
1989-08-09 00:00:00+00:00,0.081,0.217,0.316,0.460,2.622,2.913,4.235,4.235,0.936,0.305
1989-08-10 00:00:00+00:00,0.079,0.212,0.310,0.451,2.603,2.891,4.199,4.199,0.924,0.218
1989-08-11 00:00:00+00:00,0.078,0.207,0.304,0.444,2.576,2.860,4.151,4.151,0.912,0.218
1989-08-12 00:00:00+00:00,0.076,0.203,0.299,0.437,2.550,2.831,4.107,4.107,0.900,0.218
1989-08-13 00:00:00+00:00,0.075,0.199,0.294,0.430,2.546,2.823,4.084,4.084,0.888,0.274
1989-08-14 00:00:00+00:00,0.074,0.195,0.289,0.423,2.520,2.794,4.039,4.039,0.876,0.274
1989-08-15 00:00:00+00:00,0.073,0.192,0.285,0.417,2.494,2.764,3.995,3.995,0.866,0.274
1989-08-16 00:00:00+00:00,0.071,0.189,0.281,0.412,2.470,2.737,3.953,3.953,0.855,0.274
1989-08-17 00:00:00+00:00,0.074,0.204,0.300,0.438,2.467,2.731,3.932,3.932,0.847,0.231
1989-08-18 00:00:00+00:00,0.079,0.230,0.329,0.475,2.442,2.703,3.890,3.890,0.841,0.231
1989-08-19 00:00:00+00:00,0.080,0.233,0.331,0.475,2.418,2.677,3.853,3.853,0.831,0.231
1989-08-20 00:00:00+00:00,0.079,0.225,0.322,0.463,2.420,2.703,3.982,3.982,0.831,0.231
1989-08-21 00:00:00+00:00,0.077,0.216,0.312,0.451,2.443,2.751,4.138,4.138,0.831,0.231
1989-08-22 00:00:00+00:00,0.076,0.209,0.303,0.440,2.420,2.724,4.097,4.097,0.820,0.231
1989-08-23 00:00:00+00:00,0.074,0.202,0.296,0.430,2.395,2.695,4.050,4.050,0.809,0.231
1989-08-24 00:00:00+00:00,0.072,0.197,0.289,0.422,2.372,2.668,4.005,4.005,0.798,0.262
1989-08-25 00:00:00+00:00,0.071,0.192,0.283,0.414,2.370,2.662,3.982,3.982,0.788,0.262
1989-08-26 00:00:00+00:00,0.070,0.188,0.277,0.406,2.369,2.663,3.981,3.981,0.778,0.199
1989-08-27 00:00:00+00:00,0.070,0.192,0.282,0.411,2.379,2.680,4.013,4.013,0.894,0.199
1989-08-28 00:00:00+00:00,0.071,0.196,0.286,0.415,2.365,2.668,4.001,4.001,1.028,0.199
1989-08-29 00:00:00+00:00,0.072,0.199,0.290,0.420,2.363,2.661,3.977,3.977,1.029,0.199
1989-08-30 00:00:00+00:00,0.072,0.201,0.293,0.424,2.338,2.632,3.931,3.931,1.050,0.199
1989-08-31 00:00:00+00:00,0.071,0.195,0.286,0.415,2.314,2.606,3.894,3.894,1.062,0.199
1989-09-01 00:00:00+00:00,0.070,0.194,0.284,0.412,2.294,2.583,3.859,3.859,1.053,0.218
1989-09-02 00:00:00+00:00,0.072,0.198,0.289,0.416,2.293,2.579,3.838,3.838,1.035,0.231
1989-09-03 00:00:00+00:00,0.072,0.197,0.287,0.413,2.271,2.553,3.796,3.796,1.043,0.199
1989-09-04 00:00:00+00:00,0.070,0.190,0.279,0.404,2.248,2.527,3.755,3.755,1.043,0.199
1989-09-05 00:00:00+00:00,0.068,0.185,0.272,0.396,2.226,2.501,3.713,3.713,1.023,0.199
1989-09-06 00:00:00+00:00,0.067,0.180,0.267,0.388,2.226,2.497,3.693,3.693,1.017,0.199
1989-09-07 00:00:00+00:00,0.066,0.177,0.262,0.383,2.203,2.471,3.652,3.652,1.006,0.349
1989-09-08 00:00:00+00:00,0.065,0.174,0.258,0.378,2.190,2.456,3.627,3.627,0.983,0.305
1989-09-09 00:00:00+00:00,0.067,0.183,0.267,0.387,2.178,2.442,3.604,3.604,0.960,0.305
1989-09-10 00:00:00+00:00,0.068,0.191,0.275,0.396,2.179,2.441,3.591,3.591,0.943,0.218
1989-09-11 00:00:00+00:00,0.067,0.185,0.268,0.387,2.159,2.421,3.565,3.565,0.935,0.218
1989-09-12 00:00:00+00:00,0.080,0.260,0.350,0.492,2.139,2.399,3.537,3.537,1.093,0.218
1989-09-13 00:00:00+00:00,0.089,0.322,0.419,0.583,2.119,2.377,3.502,3.502,1.401,0.274
1989-09-14 00:00:00+00:00,0.084,0.280,0.376,0.533,2.121,2.375,3.487,3.487,1.594,0.274
1989-09-15 00:00:00+00:00,0.080,0.254,0.349,0.502,2.099,2.350,3.448,3.448,1.619,0.274
1989-09-16 00:00:00+00:00,0.082,0.247,0.341,0.490,2.078,2.326,3.410,3.410,1.556,0.274
1989-09-17 00:00:00+00:00,0.083,0.239,0.331,0.476,2.060,2.304,3.375,3.375,1.510,0.231
1989-09-18 00:00:00+00:00,0.079,0.223,0.314,0.457,2.062,2.304,3.361,3.361,1.464,0.231
1989-09-19 00:00:00+00:00,0.077,0.212,0.301,0.441,2.042,2.280,3.324,3.324,1.405,0.231
1989-09-20 00:00:00+00:00,0.074,0.203,0.291,0.428,2.021,2.257,3.288,3.288,1.350,0.231
1989-09-21 00:00:00+00:00,0.074,0.200,0.287,0.421,2.015,2.248,3.266,3.266,1.364,0.231
1989-09-22 00:00:00+00:00,0.083,0.243,0.333,0.479,2.026,2.255,3.261,3.261,1.370,0.231
1989-09-23 00:00:00+00:00,0.087,0.274,0.368,0.530,2.021,2.247,3.241,3.241,1.549,0.231
1989-09-24 00:00:00+00:00,0.089,0.284,0.379,0.554,2.047,2.272,3.264,3.264,1.875,0.262
1989-09-25 00:00:00+00:00,0.089,0.287,0.383,0.563,2.062,2.286,3.276,3.276,1.993,0.262
1989-09-26 00:00:00+00:00,0.086,0.265,0.359,0.536,2.055,2.277,3.255,3.255,2.003,0.199
1989-09-27 00:00:00+00:00,0.083,0.251,0.344,0.517,2.037,2.255,3.221,3.221,1.966,0.199
1989-09-28 00:00:00+00:00,0.081,0.236,0.328,0.496,2.014,2.230,3.184,3.184,1.877,0.199
1989-09-29 00:00:00+00:00,0.078,0.224,0.316,0.480,1.993,2.207,3.150,3.150,1.788,0.199
1989-09-30 00:00:00+00:00,0.076,0.215,0.305,0.466,1.990,2.201,3.133,3.133,1.736,0.199
1989-10-01 00:00:00+00:00,0.074,0.206,0.295,0.453,1.973,2.181,3.102,3.102,1.685,0.218
1989-10-02 00:00:00+00:00,0.073,0.199,0.287,0.441,1.952,2.158,3.067,3.067,1.609,0.231
1989-10-03 00:00:00+00:00,0.072,0.195,0.282,0.433,1.949,2.153,3.056,3.056,1.557,0.199
1989-10-04 00:00:00+00:00,0.071,0.191,0.277,0.426,1.961,2.163,3.059,3.059,1.515,0.199
1989-10-05 00:00:00+00:00,0.069,0.186,0.270,0.416,1.943,2.143,3.029,3.029,1.464,0.199
1989-10-06 00:00:00+00:00,0.067,0.181,0.264,0.407,1.922,2.119,2.994,2.994,1.414,0.199
1989-10-07 00:00:00+00:00,0.066,0.177,0.259,0.399,1.907,2.102,2.969,2.969,1.363,0.199
1989-10-08 00:00:00+00:00,0.065,0.173,0.253,0.391,1.908,2.102,2.962,2.962,1.311,0.349
1989-10-09 00:00:00+00:00,0.064,0.171,0.251,0.389,1.892,2.085,2.933,2.933,1.263,0.305
1989-10-10 00:00:00+00:00,0.063,0.169,0.250,0.387,1.874,2.065,2.912,2.912,1.233,0.218
1989-10-11 00:00:00+00:00,0.065,0.181,0.262,0.402,1.877,2.076,2.955,2.955,1.264,0.218
1989-10-12 00:00:00+00:00,0.067,0.191,0.274,0.415,1.894,2.100,3.003,3.003,1.335,0.218
1989-10-13 00:00:00+00:00,0.069,0.193,0.275,0.413,1.882,2.085,2.977,2.977,1.339,0.274
1989-10-14 00:00:00+00:00,0.071,0.194,0.275,0.410,1.864,2.064,2.946,2.946,1.286,0.274
1989-10-15 00:00:00+00:00,0.069,0.187,0.267,0.400,1.843,2.041,2.911,2.911,1.238,0.274
1989-10-16 00:00:00+00:00,0.067,0.181,0.260,0.390,1.839,2.035,2.894,2.894,1.192,0.274
1989-10-17 00:00:00+00:00,0.066,0.175,0.252,0.381,1.824,2.018,2.866,2.866,1.156,0.231
1989-10-18 00:00:00+00:00,0.064,0.170,0.246,0.372,1.805,1.996,2.834,2.834,1.123,0.231
1989-10-19 00:00:00+00:00,0.066,0.179,0.254,0.379,1.787,1.975,2.803,2.803,1.085,0.231
1989-10-20 00:00:00+00:00,0.067,0.186,0.260,0.384,1.771,1.957,2.774,2.774,1.047,0.231
1989-10-21 00:00:00+00:00,0.065,0.181,0.254,0.375,1.896,2.093,2.960,2.960,1.327,0.231
1989-10-22 00:00:00+00:00,0.066,0.184,0.258,0.380,2.085,2.298,3.236,3.236,1.871,0.231
1989-10-23 00:00:00+00:00,0.065,0.184,0.259,0.381,2.122,2.337,3.284,3.284,2.022,0.231
1989-10-24 00:00:00+00:00,0.066,0.185,0.259,0.379,2.083,2.296,3.233,3.233,1.911,0.262
1989-10-25 00:00:00+00:00,0.066,0.184,0.257,0.377,2.066,2.277,3.204,3.204,1.808,0.262
1989-10-26 00:00:00+00:00,0.064,0.176,0.249,0.366,2.030,2.242,3.169,3.169,1.713,0.199
1989-10-27 00:00:00+00:00,0.062,0.170,0.242,0.358,1.999,2.211,3.138,3.138,1.628,0.199
1989-10-28 00:00:00+00:00,0.061,0.164,0.235,0.349,1.971,2.180,3.095,3.095,1.551,0.199
1989-10-29 00:00:00+00:00,0.059,0.160,0.230,0.342,1.965,2.171,3.074,3.074,1.479,0.199
1989-10-30 00:00:00+00:00,0.058,0.156,0.225,0.335,1.937,2.141,3.032,3.032,1.412,0.199
1989-10-31 00:00:00+00:00,0.057,0.153,0.221,0.330,1.911,2.111,2.990,2.990,1.349,0.199
1989-11-01 00:00:00+00:00,0.056,0.150,0.217,0.324,1.887,2.085,2.952,2.952,1.290,0.218
1989-11-02 00:00:00+00:00,0.055,0.149,0.215,0.320,1.885,2.080,2.936,2.936,1.236,0.231
1989-11-03 00:00:00+00:00,0.056,0.158,0.225,0.330,1.861,2.054,2.900,2.900,1.185,0.199
1989-11-04 00:00:00+00:00,0.057,0.164,0.231,0.336,1.854,2.045,2.882,2.882,1.270,0.199
1989-11-05 00:00:00+00:00,0.056,0.157,0.223,0.326,1.848,2.036,2.864,2.864,1.341,0.199
1989-11-06 00:00:00+00:00,0.055,0.152,0.216,0.318,1.846,2.033,2.849,2.849,1.280,0.199
1989-11-07 00:00:00+00:00,0.054,0.148,0.212,0.314,1.830,2.018,2.840,2.840,1.384,0.199
1989-11-08 00:00:00+00:00,0.053,0.144,0.209,0.310,1.972,2.176,3.073,3.073,1.613,0.349
1989-11-09 00:00:00+00:00,0.058,0.165,0.231,0.336,2.190,2.407,3.377,3.377,1.831,0.305
1989-11-10 00:00:00+00:00,0.062,0.183,0.251,0.359,2.233,2.449,3.420,3.420,2.035,0.218
1989-11-11 00:00:00+00:00,0.059,0.171,0.238,0.344,2.177,2.390,3.348,3.348,2.053,0.218
1989-11-12 00:00:00+00:00,0.057,0.162,0.229,0.332,2.128,2.337,3.282,3.282,1.937,0.218
1989-11-13 00:00:00+00:00,0.056,0.155,0.221,0.322,2.087,2.294,3.224,3.224,1.831,0.274
1989-11-14 00:00:00+00:00,0.055,0.153,0.218,0.318,2.074,2.278,3.195,3.195,1.787,0.274
1989-11-15 00:00:00+00:00,0.054,0.152,0.216,0.314,2.043,2.244,3.149,3.149,1.739,0.274
1989-11-16 00:00:00+00:00,0.054,0.154,0.217,0.314,2.027,2.226,3.121,3.121,1.656,0.274
1989-11-17 00:00:00+00:00,0.069,0.226,0.295,0.403,2.022,2.219,3.104,3.104,1.670,0.231
1989-11-18 00:00:00+00:00,0.079,0.277,0.352,0.470,2.023,2.218,3.091,3.091,1.699,0.231
1989-11-19 00:00:00+00:00,0.074,0.240,0.315,0.429,2.026,2.219,3.086,3.086,1.672,0.231
1989-11-20 00:00:00+00:00,0.076,0.249,0.327,0.445,2.099,2.292,3.163,3.163,1.814,0.231
1989-11-21 00:00:00+00:00,0.083,0.267,0.353,0.476,2.149,2.343,3.214,3.214,1.994,0.231
1989-11-22 00:00:00+00:00,0.083,0.248,0.339,0.460,2.222,2.415,3.288,3.288,2.099,0.231
1989-11-23 00:00:00+00:00,0.092,0.274,0.369,0.492,2.260,2.452,3.327,3.327,2.096,0.231
1989-11-24 00:00:00+00:00,0.095,0.289,0.390,0.516,2.397,2.590,3.471,3.471,3.200,0.262
1989-11-25 00:00:00+00:00,0.098,0.301,0.407,0.540,2.536,2.729,3.616,3.616,4.096,0.262
1989-11-26 00:00:00+00:00,0.098,0.301,0.410,0.546,2.511,2.705,3.592,3.592,3.890,0.199
1989-11-27 00:00:00+00:00,0.091,0.266,0.374,0.506,2.603,2.816,3.780,3.780,3.961,0.199
1989-11-28 00:00:00+00:00,0.087,0.243,0.349,0.479,2.670,2.899,3.932,3.932,4.261,0.199
1989-11-29 00:00:00+00:00,0.083,0.228,0.331,0.458,2.677,2.908,3.944,3.944,4.341,0.199
1989-11-30 00:00:00+00:00,0.080,0.216,0.317,0.441,2.730,2.963,4.011,4.011,4.110,0.199
1989-12-01 00:00:00+00:00,0.077,0.204,0.304,0.424,2.677,2.912,3.966,3.966,3.797,0.218
1989-12-02 00:00:00+00:00,0.075,0.195,0.293,0.411,2.678,2.914,3.973,3.973,3.792,0.231
1989-12-03 00:00:00+00:00,0.072,0.187,0.283,0.398,2.695,2.942,4.051,4.051,3.702,0.199
1989-12-04 00:00:00+00:00,0.076,0.204,0.301,0.419,2.662,2.918,4.067,4.067,3.418,0.199
1989-12-05 00:00:00+00:00,0.091,0.263,0.370,0.497,2.644,2.899,4.043,4.043,3.580,0.199
1989-12-06 00:00:00+00:00,0.108,0.332,0.451,0.596,2.771,3.036,4.228,4.228,3.620,0.199
1989-12-07 00:00:00+00:00,0.128,0.469,0.612,0.817,2.915,3.193,4.445,4.445,4.067,0.199
1989-12-08 00:00:00+00:00,0.159,0.634,0.804,1.057,2.942,3.221,4.481,4.481,4.409,0.349
1989-12-09 00:00:00+00:00,0.162,0.618,0.795,1.046,2.895,3.172,4.422,4.422,4.512,0.305
1989-12-10 00:00:00+00:00,0.149,0.521,0.697,0.941,3.184,3.465,4.745,4.745,4.526,0.218
1989-12-11 00:00:00+00:00,0.153,0.525,0.708,0.973,3.427,3.713,5.022,5.022,4.530,0.218
1989-12-12 00:00:00+00:00,0.149,0.503,0.690,0.968,4.136,4.440,5.858,5.858,4.588,0.218
1989-12-13 00:00:00+00:00,0.138,0.431,0.613,0.876,4.786,5.123,6.712,6.712,4.653,0.274
1989-12-14 00:00:00+00:00,0.156,0.513,0.708,1.000,4.891,5.268,7.031,7.031,4.699,0.274
1989-12-15 00:00:00+00:00,0.164,0.552,0.759,1.073,5.121,5.525,7.404,7.404,4.999,0.274
1989-12-16 00:00:00+00:00,0.152,0.472,0.674,0.972,5.394,5.819,7.787,7.787,5.413,0.274
1989-12-17 00:00:00+00:00,0.150,0.454,0.654,0.945,5.695,6.157,8.269,8.269,5.916,0.231
1989-12-18 00:00:00+00:00,0.146,0.434,0.631,0.917,5.827,6.304,8.478,8.478,6.492,0.231
1989-12-19 00:00:00+00:00,0.137,0.392,0.583,0.856,5.617,6.089,8.231,8.231,6.313,0.231
1989-12-20 00:00:00+00:00,0.135,0.383,0.571,0.835,5.493,5.962,8.088,8.088,5.761,0.231
1989-12-21 00:00:00+00:00,0.157,0.497,0.700,0.989,5.332,5.798,7.908,7.908,5.277,0.231
1989-12-22 00:00:00+00:00,0.166,0.545,0.760,1.068,5.164,5.627,7.724,7.724,5.115,0.231
1989-12-23 00:00:00+00:00,0.155,0.472,0.682,0.977,5.109,5.585,7.737,7.737,5.197,0.231
1989-12-24 00:00:00+00:00,0.145,0.423,0.626,0.909,5.359,5.899,8.331,8.331,5.311,0.262
1989-12-25 00:00:00+00:00,0.138,0.390,0.588,0.862,5.423,6.009,8.627,8.627,5.265,0.262
1989-12-26 00:00:00+00:00,0.144,0.415,0.618,0.900,5.538,6.125,8.757,8.757,5.595,0.199
1989-12-27 00:00:00+00:00,0.155,0.467,0.687,0.998,5.651,6.240,8.883,8.883,5.718,0.199
1989-12-28 00:00:00+00:00,0.153,0.461,0.697,1.044,6.220,6.810,9.474,9.474,6.122,0.199
1989-12-29 00:00:00+00:00,0.146,0.423,0.662,1.020,6.603,7.195,9.881,9.881,6.660,0.199
1989-12-30 00:00:00+00:00,0.143,0.412,0.652,1.019,6.531,7.122,9.792,9.792,7.801,0.199
1989-12-31 00:00:00+00:00,0.141,0.408,0.647,1.016,6.285,6.867,9.491,9.491,8.602,0.199
1990-01-01 00:00:00+00:00,0.152,0.458,0.705,1.088,6.217,6.791,9.385,9.385,8.520,0.218
1990-01-02 00:00:00+00:00,0.159,0.496,0.750,1.147,6.867,7.467,10.211,10.211,8.776,0.231
1990-01-03 00:00:00+00:00,0.160,0.508,0.764,1.178,7.728,8.357,11.265,11.265,8.923,0.199
1990-01-04 00:00:00+00:00,0.201,0.743,1.038,1.589,8.623,9.281,12.357,12.357,9.190,0.199
1990-01-05 00:00:00+00:00,0.219,0.838,1.175,1.816,8.639,9.316,12.474,12.474,9.639,0.199
1990-01-06 00:00:00+00:00,0.232,0.845,1.203,1.875,8.111,8.775,11.865,11.865,10.666,0.199
1990-01-07 00:00:00+00:00,0.238,0.851,1.224,1.905,7.634,8.282,11.287,11.287,10.918,0.199
1990-01-08 00:00:00+00:00,0.242,0.854,1.232,1.933,7.558,8.196,11.159,11.159,10.434,0.349
1990-01-09 00:00:00+00:00,0.263,0.950,1.341,2.083,9.010,9.700,13.029,13.029,10.285,0.305
1990-01-10 00:00:00+00:00,0.312,1.146,1.577,2.400,10.033,10.778,14.443,14.443,9.796,0.218
1990-01-11 00:00:00+00:00,0.320,1.153,1.612,2.465,10.049,10.807,14.542,14.542,9.182,0.218
1990-01-12 00:00:00+00:00,0.291,0.971,1.423,2.235,10.204,10.969,14.744,14.744,8.992,0.218
1990-01-13 00:00:00+00:00,0.269,0.839,1.275,2.065,11.421,12.316,16.785,16.785,9.308,0.274
1990-01-14 00:00:00+00:00,0.275,0.854,1.287,2.079,11.887,12.907,17.903,17.903,9.805,0.274
1990-01-15 00:00:00+00:00,0.268,0.827,1.255,2.018,11.752,12.780,17.798,17.798,9.963,0.274
1990-01-16 00:00:00+00:00,0.264,0.790,1.208,1.936,11.772,12.814,17.874,17.874,9.292,0.274
1990-01-17 00:00:00+00:00,0.259,0.769,1.189,1.933,12.405,13.531,19.010,19.010,10.014,0.231
1990-01-18 00:00:00+00:00,0.271,0.824,1.263,2.060,12.448,13.622,19.261,19.261,11.854,0.231
1990-01-19 00:00:00+00:00,0.278,0.873,1.321,2.132,11.740,12.881,18.328,18.328,12.411,0.231
1990-01-20 00:00:00+00:00,0.279,0.870,1.314,2.115,10.992,12.095,17.345,17.345,12.233,0.231
1990-01-21 00:00:00+00:00,0.265,0.811,1.244,2.016,10.924,12.008,17.166,17.166,12.953,0.231
1990-01-22 00:00:00+00:00,0.267,0.812,1.243,2.017,10.806,11.880,16.988,16.988,14.199,0.231
1990-01-23 00:00:00+00:00,0.286,0.904,1.351,2.160,11.422,12.489,17.575,17.575,15.959,0.231
1990-01-24 00:00:00+00:00,0.309,1.019,1.490,2.384,12.012,13.093,18.253,18.253,16.444,0.262
1990-01-25 00:00:00+00:00,0.299,0.968,1.443,2.335,11.683,12.769,17.935,17.935,15.792,0.262
1990-01-26 00:00:00+00:00,0.307,0.966,1.439,2.311,11.000,12.063,17.100,17.100,14.462,0.262
1990-01-27 00:00:00+00:00,0.305,0.962,1.432,2.286,10.529,11.566,16.469,16.469,13.255,0.199
1990-01-28 00:00:00+00:00,0.346,1.116,1.609,2.513,10.222,11.235,16.031,16.031,11.984,0.199
1990-01-29 00:00:00+00:00,0.352,1.148,1.673,2.616,10.283,11.292,16.091,16.091,13.132,0.199
1990-01-30 00:00:00+00:00,0.337,1.075,1.615,2.629,10.805,11.839,16.810,16.810,13.862,0.199
1990-01-31 00:00:00+00:00,0.328,1.029,1.569,2.587,12.284,13.386,18.745,18.745,15.477,0.199
1990-02-01 00:00:00+00:00,0.311,0.942,1.468,2.430,13.097,14.273,19.998,19.998,15.224,0.218
1990-02-02 00:00:00+00:00,0.320,0.961,1.480,2.419,13.687,14.912,20.882,20.882,15.050,0.231
1990-02-03 00:00:00+00:00,0.318,0.963,1.480,2.398,13.599,14.851,20.904,20.904,17.778,0.199
1990-02-04 00:00:00+00:00,0.314,0.926,1.440,2.329,13.733,14.991,21.031,21.031,19.488,0.199
1990-02-05 00:00:00+00:00,0.336,1.006,1.542,2.491,13.804,15.077,21.176,21.176,19.960,0.199
1990-02-06 00:00:00+00:00,0.328,0.991,1.546,2.532,15.478,16.854,23.433,23.433,19.356,0.199
1990-02-07 00:00:00+00:00,0.339,1.019,1.584,2.587,16.817,18.399,25.992,25.992,19.262,0.349
1990-02-08 00:00:00+00:00,0.334,1.019,1.579,2.561,17.631,19.339,27.492,27.492,18.624,0.349
1990-02-09 00:00:00+00:00,0.314,0.924,1.464,2.398,16.821,18.535,26.646,26.646,18.149,0.305
1990-02-10 00:00:00+00:00,0.297,0.849,1.368,2.261,15.880,17.564,25.490,25.490,17.004,0.218
1990-02-11 00:00:00+00:00,0.294,0.839,1.346,2.217,14.938,16.576,24.263,24.263,15.497,0.218
1990-02-12 00:00:00+00:00,0.286,0.812,1.308,2.147,14.230,15.818,23.261,23.261,14.387,0.218
1990-02-13 00:00:00+00:00,0.275,0.768,1.247,2.052,13.935,15.482,22.735,22.735,13.507,0.274
1990-02-14 00:00:00+00:00,0.279,0.789,1.266,2.065,13.682,15.206,22.338,22.338,12.844,0.274
1990-02-15 00:00:00+00:00,0.273,0.785,1.256,2.041,13.693,15.216,22.324,22.324,13.219,0.274
1990-02-16 00:00:00+00:00,0.259,0.734,1.189,1.942,13.468,14.985,22.041,22.041,13.523,0.274
1990-02-17 00:00:00+00:00,0.259,0.734,1.185,1.925,13.406,14.901,21.867,21.867,13.922,0.231
1990-02-18 00:00:00+00:00,0.262,0.764,1.222,1.980,13.561,15.064,22.110,22.110,14.325,0.231
1990-02-19 00:00:00+00:00,0.267,0.792,1.255,2.023,13.580,15.083,22.152,22.152,14.169,0.231
1990-02-20 00:00:00+00:00,0.260,0.765,1.219,1.967,13.450,14.933,21.903,21.903,14.594,0.231
1990-02-21 00:00:00+00:00,0.255,0.743,1.183,1.906,13.344,14.822,21.774,21.774,15.514,0.231
1990-02-22 00:00:00+00:00,0.252,0.732,1.159,1.856,12.915,14.374,21.223,21.223,14.569,0.231
1990-02-23 00:00:00+00:00,0.244,0.700,1.119,1.795,12.645,14.084,20.830,20.830,13.551,0.231
1990-02-24 00:00:00+00:00,0.248,0.722,1.142,1.810,12.548,13.989,20.749,20.749,12.580,0.262
1990-02-25 00:00:00+00:00,0.245,0.715,1.130,1.782,12.490,13.923,20.650,20.650,12.466,0.262
1990-02-26 00:00:00+00:00,0.236,0.676,1.079,1.713,12.211,13.619,20.212,20.212,12.404,0.199
1990-02-27 00:00:00+00:00,0.231,0.659,1.054,1.673,11.726,13.099,19.513,19.513,11.680,0.199
1990-02-28 00:00:00+00:00,0.224,0.633,1.018,1.619,11.620,12.954,19.190,19.190,11.973,0.199
1990-03-01 00:00:00+00:00,0.218,0.604,0.977,1.557,11.401,12.699,18.765,18.765,11.924,0.218
1990-03-02 00:00:00+00:00,0.211,0.581,0.944,1.506,11.098,12.365,18.281,18.281,12.024,0.231
1990-03-03 00:00:00+00:00,0.203,0.558,0.911,1.456,10.765,12.003,17.773,17.773,11.456,0.199
1990-03-04 00:00:00+00:00,0.196,0.536,0.879,1.407,10.396,11.602,17.224,17.224,10.541,0.199
1990-03-05 00:00:00+00:00,0.189,0.516,0.850,1.361,10.059,11.237,16.725,16.725,9.847,0.199
1990-03-06 00:00:00+00:00,0.185,0.505,0.832,1.338,9.779,10.930,16.289,16.289,9.193,0.199
1990-03-07 00:00:00+00:00,0.180,0.497,0.818,1.320,9.576,10.702,15.947,15.947,8.650,0.349
1990-03-08 00:00:00+00:00,0.175,0.483,0.796,1.290,9.360,10.462,15.595,15.595,8.130,0.305
1990-03-09 00:00:00+00:00,0.170,0.467,0.773,1.255,9.106,10.183,15.198,15.198,7.779,0.305
1990-03-10 00:00:00+00:00,0.166,0.457,0.755,1.227,8.887,9.940,14.840,14.840,7.579,0.218
1990-03-11 00:00:00+00:00,0.169,0.474,0.772,1.244,8.662,9.691,14.482,14.482,7.253,0.218
1990-03-12 00:00:00+00:00,0.171,0.494,0.796,1.279,8.578,9.593,14.316,14.316,7.029,0.218
1990-03-13 00:00:00+00:00,0.167,0.481,0.781,1.263,8.468,9.468,14.122,14.122,7.004,0.274
1990-03-14 00:00:00+00:00,0.162,0.463,0.756,1.226,8.279,9.257,13.810,13.810,6.776,0.274
1990-03-15 00:00:00+00:00,0.158,0.448,0.734,1.191,8.121,9.079,13.544,13.544,6.402,0.274
1990-03-16 00:00:00+00:00,0.155,0.441,0.722,1.172,8.031,8.974,13.374,13.374,6.895,0.274
1990-03-17 00:00:00+00:00,0.154,0.438,0.717,1.162,8.167,9.121,13.564,13.564,7.363,0.231
1990-03-18 00:00:00+00:00,0.159,0.461,0.744,1.194,8.322,9.290,13.803,13.803,7.573,0.231
1990-03-19 00:00:00+00:00,0.160,0.471,0.755,1.203,8.202,9.161,13.624,13.624,7.511,0.231
1990-03-20 00:00:00+00:00,0.163,0.479,0.763,1.207,8.279,9.235,13.683,13.683,7.440,0.231
1990-03-21 00:00:00+00:00,0.162,0.480,0.763,1.202,8.344,9.298,13.739,13.739,7.390,0.231
1990-03-22 00:00:00+00:00,0.156,0.452,0.729,1.155,8.176,9.113,13.471,13.471,7.057,0.231
1990-03-23 00:00:00+00:00,0.153,0.441,0.712,1.127,7.955,8.871,13.135,13.135,6.633,0.231
1990-03-24 00:00:00+00:00,0.149,0.430,0.695,1.100,7.750,8.647,12.819,12.819,6.254,0.262
1990-03-25 00:00:00+00:00,0.144,0.412,0.671,1.065,7.561,8.439,12.523,12.523,5.914,0.262
1990-03-26 00:00:00+00:00,0.140,0.396,0.650,1.034,7.407,8.267,12.269,12.269,5.612,0.199
1990-03-27 00:00:00+00:00,0.136,0.383,0.631,1.006,7.282,8.126,12.054,12.054,5.440,0.199
1990-03-28 00:00:00+00:00,0.138,0.387,0.629,0.995,7.164,7.992,11.849,11.849,5.256,0.199
